time,open,high,low,close,"LUC1!, HKEX: Open","LUC1!, HKEX: High","LUC1!, HKEX: Low","LUC1!, HKEX: Close","COPPER1!, MCX: Open","COPPER1!, MCX: High","COPPER1!, MCX: Low","COPPER1!, MCX: Close",Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net,MA,Smoothing Line,Volume,Volume MA,OI,Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net
2013-01-20T23:00:00Z,3.684,3.7075,3.662,3.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212,NaN,NaN,NaN,NaN,161899,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212
2013-01-22T23:00:00Z,3.705,3.7115,3.6765,3.679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212,NaN,NaN,NaN,NaN,161899,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212
2013-01-23T23:00:00Z,3.6725,3.6965,3.661,3.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212,NaN,NaN,NaN,NaN,161899,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212
2013-01-24T23:00:00Z,3.6725,3.6995,3.6405,3.6595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212,NaN,NaN,NaN,NaN,161899,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212
2013-01-27T23:00:00Z,3.656,3.677,3.6445,3.658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212,NaN,NaN,NaN,NaN,161899,75176,-90923,-15747,48234,-38699,9535,19676,-13464,6212
2013-01-28T23:00:00Z,3.6585,3.694,3.6525,3.6885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071,NaN,NaN,NaN,NaN,168493,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071
2013-01-29T23:00:00Z,3.69,3.756,3.6835,3.7475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071,NaN,NaN,NaN,NaN,168493,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071
2013-01-30T23:00:00Z,3.7475,3.7725,3.717,3.736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071,NaN,NaN,NaN,NaN,168493,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071
2013-01-31T23:00:00Z,3.7375,3.786,3.72,3.7815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071,NaN,NaN,NaN,NaN,168493,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071
2013-02-03T23:00:00Z,3.7845,3.7925,3.762,3.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071,NaN,NaN,NaN,NaN,168493,75776,-92214,-16438,50672,-41305,9367,21045,-13974,7071
2013-02-04T23:00:00Z,3.768,3.782,3.757,3.774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719,NaN,NaN,NaN,NaN,183941,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719
2013-02-05T23:00:00Z,3.774,3.783,3.731,3.7515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719,NaN,NaN,NaN,NaN,183941,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719
2013-02-06T23:00:00Z,3.75,3.7575,3.721,3.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719,NaN,NaN,NaN,NaN,183941,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719
2013-02-07T23:00:00Z,3.7305,3.7745,3.7265,3.7575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719,NaN,NaN,NaN,NaN,183941,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719
2013-02-10T23:00:00Z,3.7625,3.769,3.708,3.7265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719,NaN,NaN,NaN,NaN,183941,81590,-105513,-23923,61901,-45697,16204,21072,-13353,7719
2013-02-11T23:00:00Z,3.7265,3.7485,3.7095,3.7465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74836,-96583,-21747,60104,-44242,15862,20607,-14722,5885,NaN,NaN,NaN,NaN,174441,74836,-96583,-21747,60104,-44242,15862,20607,-14722,5885
2013-02-12T23:00:00Z,3.747,3.762,3.726,3.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74836,-96583,-21747,60104,-44242,15862,20607,-14722,5885,NaN,NaN,NaN,NaN,174441,74836,-96583,-21747,60104,-44242,15862,20607,-14722,5885
2013-02-13T23:00:00Z,3.741,3.7515,3.7275,3.7445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74836,-96583,-21747,60104,-44242,15862,20607,-14722,5885,NaN,NaN,NaN,NaN,174441,74836,-96583,-21747,60104,-44242,15862,20607,-14722,5885
2013-02-14T23:00:00Z,3.742,3.753,3.719,3.7445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74836,-96583,-21747,60104,-44242,15862,20607,-14722,5885,NaN,NaN,NaN,NaN,174441,74836,-96583,-21747,60104,-44242,15862,20607,-14722,5885
2013-02-17T23:00:00Z,3.744,3.7465,3.6445,3.6555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465,NaN,NaN,NaN,NaN,178372,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465
2013-02-19T23:00:00Z,3.657,3.67,3.5925,3.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465,NaN,NaN,NaN,NaN,178372,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465
2013-02-20T23:00:00Z,3.599,3.608,3.537,3.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465,NaN,NaN,NaN,NaN,178372,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465
2013-02-21T23:00:00Z,3.564,3.589,3.525,3.5425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465,NaN,NaN,NaN,NaN,178372,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465
2013-02-24T23:00:00Z,3.5425,3.572,3.5195,3.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465,NaN,NaN,NaN,NaN,178372,77953,-94735,-16782,58575,-49258,9317,22085,-14620,7465
2013-02-25T23:00:00Z,3.526,3.5775,3.5155,3.5735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693,NaN,NaN,NaN,NaN,161180,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693
2013-02-26T23:00:00Z,3.5895,3.595,3.564,3.5785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693,NaN,NaN,NaN,NaN,161180,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693
2013-02-27T23:00:00Z,3.578,3.602,3.5445,3.5535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693,NaN,NaN,NaN,NaN,161180,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693
2013-02-28T23:00:00Z,3.553,3.558,3.4725,3.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693,NaN,NaN,NaN,NaN,161180,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693
2013-03-03T23:00:00Z,3.502,3.5265,3.4825,3.5195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693,NaN,NaN,NaN,NaN,161180,77621,-79586,-1965,46791,-47519,-728,19741,-17048,2693
2013-03-04T23:00:00Z,3.52,3.5445,3.5145,3.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121,NaN,NaN,NaN,NaN,159485,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121
2013-03-05T23:00:00Z,3.5215,3.5415,3.487,3.5035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121,NaN,NaN,NaN,NaN,159485,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121
2013-03-06T23:00:00Z,3.505,3.5345,3.4925,3.5175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121,NaN,NaN,NaN,NaN,159485,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121
2013-03-07T23:00:00Z,3.518,3.534,3.499,3.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121,NaN,NaN,NaN,NaN,159485,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121
2013-03-10T22:00:00Z,3.508,3.5225,3.475,3.5185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121,NaN,NaN,NaN,NaN,159485,78416,-70708,7708,49328,-54915,-5587,15812,-17933,-2121
2013-03-11T22:00:00Z,3.52,3.576,3.5,3.5495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956,NaN,NaN,NaN,NaN,158500,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956
2013-03-12T22:00:00Z,3.549,3.567,3.5215,3.528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956,NaN,NaN,NaN,NaN,158500,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956
2013-03-13T22:00:00Z,3.5295,3.5495,3.5115,3.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956,NaN,NaN,NaN,NaN,158500,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956
2013-03-14T22:00:00Z,3.5345,3.56,3.515,3.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956,NaN,NaN,NaN,NaN,158500,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956
2013-03-17T22:00:00Z,3.509,3.51,3.41,3.4115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956,NaN,NaN,NaN,NaN,158500,79207,-70107,9100,48151,-54295,-6144,16263,-19219,-2956
2013-03-18T22:00:00Z,3.4135,3.441,3.388,3.3935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79,NaN,NaN,NaN,NaN,168616,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79
2013-03-19T22:00:00Z,3.392,3.4535,3.3905,3.4375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79,NaN,NaN,NaN,NaN,168616,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79
2013-03-20T22:00:00Z,3.438,3.495,3.421,3.4435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79,NaN,NaN,NaN,NaN,168616,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79
2013-03-21T22:00:00Z,3.443,3.477,3.432,3.4685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79,NaN,NaN,NaN,NaN,168616,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79
2013-03-24T22:00:00Z,3.4655,3.4865,3.4385,3.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79,NaN,NaN,NaN,NaN,168616,84936,-68845,16091,48036,-64206,-16170,20246,-20167,79
2013-03-25T22:00:00Z,3.452,3.4765,3.4385,3.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88515,-66751,21764,49956,-70143,-20187,17686,-19263,-1577,NaN,NaN,NaN,NaN,172979,88515,-66751,21764,49956,-70143,-20187,17686,-19263,-1577
2013-03-26T22:00:00Z,3.452,3.46,3.4245,3.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88515,-66751,21764,49956,-70143,-20187,17686,-19263,-1577,NaN,NaN,NaN,NaN,172979,88515,-66751,21764,49956,-70143,-20187,17686,-19263,-1577
2013-03-27T22:00:00Z,3.4565,3.462,3.3965,3.4025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88515,-66751,21764,49956,-70143,-20187,17686,-19263,-1577,NaN,NaN,NaN,NaN,172979,88515,-66751,21764,49956,-70143,-20187,17686,-19263,-1577
2013-03-31T22:00:00Z,3.4,3.403,3.34,3.3725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88515,-66751,21764,49956,-70143,-20187,17686,-19263,-1577,NaN,NaN,NaN,NaN,172979,88515,-66751,21764,49956,-70143,-20187,17686,-19263,-1577
2013-04-01T22:00:00Z,3.369,3.3855,3.3585,3.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117,NaN,NaN,NaN,NaN,179944,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117
2013-04-02T22:00:00Z,3.373,3.386,3.32,3.3225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117,NaN,NaN,NaN,NaN,179944,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117
2013-04-03T22:00:00Z,3.3265,3.3725,3.306,3.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117,NaN,NaN,NaN,NaN,179944,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117
2013-04-04T22:00:00Z,3.3515,3.37,3.33,3.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117,NaN,NaN,NaN,NaN,179944,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117
2013-04-07T22:00:00Z,3.3415,3.394,3.339,3.3735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117,NaN,NaN,NaN,NaN,179944,91372,-64250,27122,48872,-75877,-27005,20033,-20150,-117
2013-04-08T22:00:00Z,3.3735,3.4525,3.3735,3.4335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379,NaN,NaN,NaN,NaN,182719,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379
2013-04-09T22:00:00Z,3.432,3.4435,3.402,3.4205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379,NaN,NaN,NaN,NaN,182719,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379
2013-04-10T22:00:00Z,3.4175,3.442,3.3885,3.4325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379,NaN,NaN,NaN,NaN,182719,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379
2013-04-11T22:00:00Z,3.4325,3.433,3.327,3.3325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379,NaN,NaN,NaN,NaN,182719,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379
2013-04-14T22:00:00Z,3.343,3.354,3.1935,3.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379,NaN,NaN,NaN,NaN,182719,91588,-62370,29218,47713,-75552,-27839,19401,-20780,-1379
2013-04-15T22:00:00Z,3.273,3.3085,3.223,3.308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246,NaN,NaN,NaN,NaN,187450,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246
2013-04-16T22:00:00Z,3.306,3.3155,3.1735,3.1765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246,NaN,NaN,NaN,NaN,187450,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246
2013-04-17T22:00:00Z,3.1765,3.2115,3.06,3.2005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246,NaN,NaN,NaN,NaN,187450,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246
2013-04-18T22:00:00Z,3.205,3.205,3.11,3.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246,NaN,NaN,NaN,NaN,187450,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246
2013-04-21T22:00:00Z,3.1465,3.165,3.082,3.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246,NaN,NaN,NaN,NaN,187450,104687,-74314,30373,44854,-68981,-24127,15743,-21989,-6246
2013-04-22T22:00:00Z,3.128,3.132,3.057,3.0835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712,NaN,NaN,NaN,NaN,172312,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712
2013-04-23T22:00:00Z,3.0845,3.189,3.0775,3.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712,NaN,NaN,NaN,NaN,172312,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712
2013-04-24T22:00:00Z,3.1645,3.259,3.1525,3.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712,NaN,NaN,NaN,NaN,172312,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712
2013-04-25T22:00:00Z,3.2465,3.282,3.175,3.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712,NaN,NaN,NaN,NaN,172312,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712
2013-04-28T22:00:00Z,3.178,3.242,3.1555,3.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712,NaN,NaN,NaN,NaN,172312,98096,-68995,29101,43366,-64755,-21389,15428,-23140,-7712
2013-04-29T22:00:00Z,3.2235,3.2475,3.172,3.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701,NaN,NaN,NaN,NaN,166042,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701
2013-04-30T22:00:00Z,3.1895,3.196,3.0425,3.0685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701,NaN,NaN,NaN,NaN,166042,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701
2013-05-01T22:00:00Z,3.066,3.1375,3.066,3.1095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701,NaN,NaN,NaN,NaN,166042,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701
2013-05-02T22:00:00Z,3.1095,3.317,3.106,3.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701,NaN,NaN,NaN,NaN,166042,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701
2013-05-05T22:00:00Z,3.3005,3.33,3.28,3.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701,NaN,NaN,NaN,NaN,166042,93694,-62994,30700,43244,-67243,-23999,14626,-21327,-6701
2013-05-06T22:00:00Z,3.297,3.3475,3.263,3.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207,NaN,NaN,NaN,NaN,158787,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207
2013-05-07T22:00:00Z,3.3045,3.399,3.291,3.3665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207,NaN,NaN,NaN,NaN,158787,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207
2013-05-08T22:00:00Z,3.366,3.3785,3.315,3.335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207,NaN,NaN,NaN,NaN,158787,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207
2013-05-09T22:00:00Z,3.335,3.3855,3.304,3.3825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207,NaN,NaN,NaN,NaN,158787,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207
2013-05-12T22:00:00Z,3.375,3.3805,3.3375,3.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207,NaN,NaN,NaN,NaN,158787,88923,-60526,28397,42612,-61802,-19190,13622,-22829,-9207
2013-05-13T22:00:00Z,3.353,3.379,3.275,3.292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710,NaN,NaN,NaN,NaN,159750,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710
2013-05-14T22:00:00Z,3.293,3.3115,3.224,3.277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710,NaN,NaN,NaN,NaN,159750,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710
2013-05-15T22:00:00Z,3.278,3.313,3.2315,3.2885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710,NaN,NaN,NaN,NaN,159750,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710
2013-05-16T22:00:00Z,3.2865,3.3455,3.2805,3.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710,NaN,NaN,NaN,NaN,159750,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710
2013-05-19T22:00:00Z,3.3175,3.3725,3.271,3.3545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710,NaN,NaN,NaN,NaN,159750,89594,-63429,26165,39970,-57425,-17455,14472,-23182,-8710
2013-05-20T22:00:00Z,3.3575,3.3815,3.3225,3.3395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90768,-68557,22211,39525,-53067,-13542,15960,-24629,-8669,NaN,NaN,NaN,NaN,162304,90768,-68557,22211,39525,-53067,-13542,15960,-24629,-8669
2013-05-21T22:00:00Z,3.3365,3.418,3.336,3.3655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90768,-68557,22211,39525,-53067,-13542,15960,-24629,-8669,NaN,NaN,NaN,NaN,162304,90768,-68557,22211,39525,-53067,-13542,15960,-24629,-8669
2013-05-22T22:00:00Z,3.3705,3.3705,3.267,3.3275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90768,-68557,22211,39525,-53067,-13542,15960,-24629,-8669,NaN,NaN,NaN,NaN,162304,90768,-68557,22211,39525,-53067,-13542,15960,-24629,-8669
2013-05-23T22:00:00Z,3.3235,3.3295,3.2815,3.293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90768,-68557,22211,39525,-53067,-13542,15960,-24629,-8669,NaN,NaN,NaN,NaN,162304,90768,-68557,22211,39525,-53067,-13542,15960,-24629,-8669
2013-05-26T22:00:00Z,3.2925,3.3455,3.2675,3.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136,NaN,NaN,NaN,NaN,165931,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136
2013-05-28T22:00:00Z,3.31,3.324,3.272,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136,NaN,NaN,NaN,NaN,165931,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136
2013-05-29T22:00:00Z,3.2985,3.3285,3.257,3.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136,NaN,NaN,NaN,NaN,165931,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136
2013-05-30T22:00:00Z,3.3155,3.3305,3.2655,3.272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136,NaN,NaN,NaN,NaN,165931,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136
2013-06-02T22:00:00Z,3.281,3.3475,3.281,3.3375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136,NaN,NaN,NaN,NaN,165931,91797,-71095,20702,38759,-52325,-13566,17082,-24218,-7136
