,asofdate,aic,bic,hqic,mae,mse,forecastHorizon,diff,trainDFLength,num_models,order_p,order_q,time,product_name,ar.L1.resid
100,2015-09-16 13:30:00+00:00,513.3860930198966,523.974380282431,517.6466004462368,0.44161189768568804,0.43851238857811153,5,True,252,1000,1,0,0 days 00:00:00.033570,SOYB,0.059081420360877525
101,2015-09-23 13:30:00+00:00,511.9577229070554,522.5460101695897,516.2182303333956,0.43824679311565057,0.43578101417186305,5,True,252,1000,1,0,0 days 00:00:00.032002,SOYB,0.05891307249290073
102,2015-10-01 13:30:00+00:00,509.2472477785023,519.8355350410366,513.5077552048424,0.43369256367181414,0.43151936017464687,5,True,252,1000,1,0,0 days 00:00:00.040002,SOYB,0.05890783519760484
103,2015-10-08 13:30:00+00:00,505.5184262501173,516.1067135126516,509.7789336764574,0.42506361809889986,0.4247778466640628,5,True,252,1000,1,0,0 days 00:00:00.024034,SOYB,0.05874970785969149
104,2015-10-15 13:30:00+00:00,505.28182577251334,515.8701130350477,509.5423331988535,0.42430964341541244,0.42438147789993386,5,True,252,1000,1,0,0 days 00:00:00.039956,SOYB,0.05873291380924553
105,2015-10-22 13:30:00+00:00,504.9881345718245,515.5764218343588,509.24864199816466,0.4235518832067658,0.423972456458793,5,True,252,1000,1,0,0 days 00:00:00.032000,SOYB,0.05877379267030223
106,2015-11-02 14:30:00+00:00,503.99398761077464,514.582274873309,508.2544950371148,0.4219702747752648,0.422225075400505,5,True,252,1000,1,0,0 days 00:00:00.040092,SOYB,0.058975692065924804
107,2015-11-09 14:30:00+00:00,513.6324743521506,524.2207616146849,517.8929817784907,0.4295321453745985,0.43871554810427876,5,True,252,1000,1,0,0 days 00:00:00.047908,SOYB,0.0592540315863131
108,2015-11-16 14:30:00+00:00,513.9275552048474,524.5158424673817,518.1880626311876,0.43036993405086704,0.4395263596900964,5,True,252,1000,1,0,0 days 00:00:00.040065,SOYB,0.05952780082957689
109,2015-11-23 14:30:00+00:00,505.78457417726844,516.3728614398027,510.0450816036086,0.41922506657986225,0.42552853763419657,5,True,252,1000,1,0,0 days 00:00:00.031997,SOYB,0.05936220594863951
110,2015-12-01 14:30:00+00:00,492.5006372913873,503.0889245539216,496.76114471772746,0.407563042678301,0.4087416082845226,5,True,252,1000,1,0,0 days 00:00:00.031939,SOYB,0.06450421772015465
111,2015-12-08 14:30:00+00:00,468.02156457026774,478.609851832802,472.2820719966079,0.39959754902252104,0.3663230296414694,5,True,252,1000,1,0,0 days 00:00:00.040005,SOYB,0.059738841990406646
112,2015-12-15 14:30:00+00:00,468.7572915385359,479.3455788010702,473.0177989648761,0.4025239124456557,0.36730743183682596,5,True,252,1000,1,0,0 days 00:00:00.025326,SOYB,0.05982364270438797
113,2015-12-28 14:30:00+00:00,468.5767430681033,479.1650303306376,472.8372504944435,0.4032607052678914,0.36696731147326217,5,True,252,1000,1,0,0 days 00:00:00.041321,SOYB,0.059789351901403984
114,2016-01-05 14:30:00+00:00,467.1248313676693,477.71311863020355,471.38533879400944,0.40316410611628933,0.3676704790669732,5,True,252,1000,1,0,0 days 00:00:00.088000,SOYB,0.061691126102980505
115,2016-01-13 14:30:00+00:00,437.9429487226923,448.53123598522654,442.20345614903243,0.3838905551601169,0.32493532974444284,5,True,252,1000,1,0,0 days 00:00:00.048032,SOYB,0.059788776001082185
116,2016-01-21 14:30:00+00:00,430.8455204995736,441.43380776210785,435.10602792591374,0.38296783220380337,0.3160237976476382,5,True,252,1000,1,0,0 days 00:00:00.024017,SOYB,0.06011344420803956
117,2016-01-28 14:30:00+00:00,430.1068366633334,440.6951239258677,434.36734408967357,0.38235484340904674,0.3148978783678099,5,True,252,1000,1,0,0 days 00:00:00.055946,SOYB,0.05818889708530389
118,2016-02-04 14:30:00+00:00,436.0240671318068,446.6123543943411,440.28457455814697,0.39063926668274934,0.3223527848266737,5,True,252,1000,1,0,0 days 00:00:00.040001,SOYB,0.05797559065452114
119,2016-02-11 14:30:00+00:00,450.54935624409177,461.13764350662603,454.8098636704319,0.40382710350055984,0.3415226266068097,5,True,252,1000,1,0,0 days 00:00:00.047781,SOYB,0.05848135133735148
120,2016-02-23 14:30:00+00:00,499.60627733114507,510.19456459367933,503.8667847574852,0.42834223373226094,0.41502512661773505,5,True,252,1000,1,0,0 days 00:00:00.031993,SOYB,0.05888475302536461
121,2016-03-02 14:30:00+00:00,496.6367886814943,507.22507594402856,500.89729610783445,0.4254021377549644,0.41024055071428783,5,True,252,1000,1,0,0 days 00:00:00.039961,SOYB,0.05876120296307262
122,2016-03-09 14:30:00+00:00,492.7992634023467,503.38755066488096,497.05977082868685,0.4164588451284012,0.4038841931476975,5,True,252,1000,1,0,0 days 00:00:00.034240,SOYB,0.05892786989429264
123,2016-03-16 13:30:00+00:00,485.76268586524316,496.3509731277774,490.0231932915833,0.4054563592607863,0.39279249474344585,5,True,252,1000,1,0,0 days 00:00:00.047996,SOYB,0.05904449124178471
124,2016-03-23 13:30:00+00:00,483.3935907778425,493.9818780403768,487.6540982041827,0.3987436378310276,0.38909537696448665,5,True,252,1000,1,0,0 days 00:00:00.048298,SOYB,0.0590328458509445
125,2016-03-31 13:30:00+00:00,482.1969046778147,492.78519194034897,486.45741210415486,0.39470100442051975,0.3874651317226936,5,True,252,1000,1,0,0 days 00:00:00.047964,SOYB,0.059340901031335234
126,2016-04-07 13:30:00+00:00,464.63205522191976,475.220342484454,468.8925626482599,0.37593925884544466,0.36118949081761587,5,True,252,1000,1,0,0 days 00:00:00.047999,SOYB,0.058502237677491714
127,2016-04-14 13:30:00+00:00,453.07643133604694,463.6647185985812,457.3369387623871,0.3679828089487953,0.34498087139003536,5,True,252,1000,1,0,0 days 00:00:00.040004,SOYB,0.05822442909431012
128,2016-04-21 13:30:00+00:00,449.4671971826261,460.05548444516035,453.72770460896623,0.36224446537265587,0.3401365008353364,5,True,252,1000,1,0,0 days 00:00:00.057897,SOYB,0.058161889438382575
129,2016-04-28 13:30:00+00:00,443.3636926293129,453.95197989184715,447.62420005565303,0.35330506876494006,0.3318975267817452,5,True,252,1000,1,0,0 days 00:00:00.046324,SOYB,0.05781933037627368
130,2016-05-05 13:30:00+00:00,441.76654760646534,452.3548348689996,446.0270550328055,0.35126721140347744,0.32978730716987575,5,True,252,1000,1,0,0 days 00:00:00.053586,SOYB,0.057698981118772016
131,2016-05-12 13:30:00+00:00,467.23864396891634,477.8269312314506,471.4991513952565,0.36626243723517543,0.364805643966929,5,True,252,1000,1,0,0 days 00:00:00.035582,SOYB,0.0586821553439983
132,2016-05-19 13:30:00+00:00,469.0138033127361,479.6020905752704,473.27431073907627,0.3679759267019583,0.3674637676138915,5,True,252,1000,1,0,0 days 00:00:00.039257,SOYB,0.05721533462249628
133,2016-05-26 13:30:00+00:00,469.2080743651944,479.7963616277287,473.4685817915346,0.36858746836311007,0.3677131058912176,5,True,252,1000,1,0,0 days 00:00:00.040004,SOYB,0.05724306734075305
134,2016-06-03 13:30:00+00:00,476.85885176623117,487.44713902876543,481.1193591925713,0.37514665688001314,0.3790604268741655,5,True,252,1000,1,0,0 days 00:00:00.034760,SOYB,0.0582179438143835
135,2016-06-10 13:30:00+00:00,482.00521527707735,492.5935025396116,486.2657227034175,0.3829723133691349,0.3869078812258616,5,True,252,1000,1,0,0 days 00:00:00.064070,SOYB,0.057914692025572034
136,2016-06-17 13:30:00+00:00,493.6776434401098,504.2659307026441,497.93815086645,0.3976655509181388,0.40550305269396264,5,True,252,1000,1,0,0 days 00:00:00.031942,SOYB,0.058109471117851
137,2016-06-24 13:30:00+00:00,490.2015502204312,500.7898374829655,494.46205764677137,0.393885724015932,0.40108739068170557,5,True,252,1000,1,0,0 days 00:00:00.040022,SOYB,0.05901167459626602
138,2016-07-01 13:30:00+00:00,485.54157374324365,496.1298610057779,489.8020811695838,0.3901895516051778,0.39240529658385587,5,True,252,1000,1,0,0 days 00:00:00.040444,SOYB,0.058557612465396716
139,2016-07-11 13:30:00+00:00,484.5334495312404,495.1217367937747,488.7939569575806,0.38801699391322725,0.39085145017951617,5,True,252,1000,1,0,0 days 00:00:00.034183,SOYB,0.058533106983093976
140,2016-07-18 13:30:00+00:00,484.8682559302771,495.45654319281135,489.12876335661724,0.38838255280837464,0.39155250434955785,5,True,252,1000,1,0,0 days 00:00:00.031999,SOYB,0.05854876579148253
141,2016-07-25 13:30:00+00:00,461.475389823551,472.06367708608525,465.73589724989114,0.3685524533705065,0.35804427094797525,5,True,252,1000,1,0,0 days 00:00:00.033280,SOYB,0.05980554929732156
142,2016-08-01 13:30:00+00:00,446.36024348431783,456.9485307468521,450.620750910658,0.35101300302796107,0.33605617120542663,5,True,252,1000,1,0,0 days 00:00:00.047082,SOYB,0.060162015197463864
143,2016-08-08 13:30:00+00:00,444.20986833063097,454.79815559316523,448.4703757569711,0.34762912225723963,0.3332823997941907,5,True,252,1000,1,0,0 days 00:00:00.040024,SOYB,0.0605369591062531
144,2016-08-15 13:30:00+00:00,440.3578972383015,450.9461845008358,444.6184046646417,0.34056736888694383,0.32805504962202126,5,True,252,1000,1,0,0 days 00:00:00.023965,SOYB,0.06022368219174973
145,2016-08-22 13:30:00+00:00,440.9878993560755,451.57618661860977,445.24840678241566,0.342660771670277,0.32887885216033225,5,True,252,1000,1,0,0 days 00:00:00.056005,SOYB,0.06021891590344894
146,2016-08-29 13:30:00+00:00,442.16155299882814,452.7498402613624,446.4220604251683,0.3456481792611153,0.330414322636179,5,True,252,1000,1,0,0 days 00:00:00.048022,SOYB,0.06027077425602351
147,2016-09-06 13:30:00+00:00,441.85633890567,452.44462616820425,446.11684633201014,0.3447074199512644,0.33001534400353655,5,True,252,1000,1,0,0 days 00:00:00.039974,SOYB,0.06026423728614986
148,2016-09-14 13:30:00+00:00,441.9403059693179,452.52859323185214,446.20081339565803,0.34539372020566633,0.33016673463633023,5,True,252,1000,1,0,0 days 00:00:00.032037,SOYB,0.060314190331244334
149,2016-09-22 13:30:00+00:00,442.18503951588974,452.773326778424,446.4455469422299,0.34494015220756263,0.33044552903509017,5,True,252,1000,1,0,0 days 00:00:00.024003,SOYB,0.06033703089186145
150,2016-09-29 13:30:00+00:00,442.8198077618608,453.40809502439504,447.0803151882009,0.346907199924289,0.3312826616827614,5,True,252,1000,1,0,0 days 00:00:00.032002,SOYB,0.060266266941068625
151,2016-10-06 13:30:00+00:00,443.7849220685882,454.37320933112244,448.0454294949283,0.3488485027116499,0.33257253219625904,5,True,252,1000,1,0,0 days 00:00:00.039959,SOYB,0.060317847888203165
152,2016-10-13 13:30:00+00:00,461.3602662128211,471.94855347535537,465.62077363916126,0.366530310421841,0.35655978178392106,5,True,252,1000,1,0,0 days 00:00:00.040005,SOYB,0.060104959957697296
153,2016-10-20 13:30:00+00:00,484.610451305265,495.19873856779924,488.8709587316051,0.3871911378080488,0.3910151061430463,5,True,252,1000,1,0,0 days 00:00:00.039995,SOYB,0.061696219670664916
154,2016-10-27 13:30:00+00:00,491.7243063881031,502.3125936506374,495.98481381444327,0.393567046773504,0.40222162435975983,5,True,252,1000,1,0,0 days 00:00:00.032006,SOYB,0.06085809215680955
155,2016-11-03 13:30:00+00:00,486.9514491791722,497.4796141890561,491.19017082307056,0.4002444871090738,0.4102218664770031,5,True,252,1000,1,0,0 days 00:00:00.023996,SOYB,0.06147044800387648
156,2016-11-10 14:30:00+00:00,481.3847275219085,491.85154070037856,485.60113598768453,0.403717484787852,0.4173536423783925,5,True,252,1000,1,0,0 days 00:00:00.039998,SOYB,0.06206923159971705
157,2016-11-17 14:30:00+00:00,466.7467108643149,477.15089128772024,470.9402543695894,0.39764117588693476,0.41058508330853194,5,True,252,1000,1,0,0 days 00:00:00.032542,SOYB,0.06364261150103252
158,2016-11-28 14:30:00+00:00,452.4023090036202,462.7425211186191,456.57240969570165,0.3929174158552384,0.4009285729548372,5,True,252,1000,1,0,0 days 00:00:00.039968,SOYB,0.06319884131161117
159,2016-12-05 14:30:00+00:00,444.66094443366654,454.93579448611075,448.8069965497661,0.3917757477945787,0.40447689300391454,5,True,252,1000,1,0,0 days 00:00:00.040031,SOYB,0.06434614780754938
160,2016-12-12 14:30:00+00:00,435.00750634817285,445.21553849378967,439.12887420109786,0.3892583078841713,0.40421642465827934,5,True,252,1000,1,0,0 days 00:00:00.031970,SOYB,0.0649153514892095
161,2016-12-19 14:30:00+00:00,411.9071496869457,422.04684174756704,416.00316545529034,0.379660897347714,0.37991286082471853,5,True,252,1000,1,0,0 days 00:00:00.040005,SOYB,0.06527391187726336
162,2016-12-27 14:30:00+00:00,405.5459841509914,415.61574297500744,409.6159454497654,0.38012874946595654,0.3853106246886492,5,True,252,1000,1,0,0 days 00:00:00.031991,SOYB,0.06597022812468652
163,2017-01-04 14:30:00+00:00,399.13863476109987,409.136791140896,403.1818019651191,0.38123861880885845,0.3909780640960643,5,True,252,1000,1,0,0 days 00:00:00.032001,SOYB,0.06674977900894177
164,2017-01-11 14:30:00+00:00,394.12212743765076,404.04693052985436,398.13772072575205,0.38686436606469504,0.39982269978156787,5,True,252,1000,1,0,0 days 00:00:00.047849,SOYB,0.06759432439213467
165,2017-01-19 14:30:00+00:00,386.1240981250481,395.97370931126204,390.11129420814444,0.38539293102708333,0.40297506775819836,5,True,252,1000,1,0,0 days 00:00:00.040037,SOYB,0.06823072656488927
166,2017-01-27 14:30:00+00:00,378.4238606657811,388.19634678186446,382.38178915578106,0.38563548075244025,0.40760305422817106,5,True,252,1000,1,0,0 days 00:00:00.041280,SOYB,0.06966640324572923
167,2017-02-03 14:30:00+00:00,360.5525045628042,370.24583041336797,364.48024393226666,0.3696985105919038,0.3897320614101325,5,True,252,1000,1,0,0 days 00:00:00.039062,SOYB,0.07114280788132621
168,2017-02-10 14:30:00+00:00,352.2685416880812,361.8805617493116,356.16511476190493,0.3662837378920677,0.39289115893168025,5,True,252,1000,1,0,0 days 00:00:00.031961,SOYB,0.07293217535099311
169,2017-02-17 14:30:00+00:00,332.53449746706656,342.06294666478806,336.39886637719184,0.34865437298190965,0.37030489750180756,5,True,252,1000,1,0,0 days 00:00:00.032038,SOYB,0.07290104701432473
170,2017-02-27 14:30:00+00:00,323.8311261141417,333.27360954458203,327.6621866357514,0.34402593448481134,0.38073250233463,5,True,252,1000,1,0,0 days 00:00:00.039961,SOYB,0.08667534400346637
171,2017-03-07 14:30:00+00:00,263.28484883949363,272.6388302767439,267.0814240120072,0.31198337454154645,0.27311691488328055,5,True,252,1000,1,0,0 days 00:00:00.040067,SOYB,0.07505696695080755
172,2017-03-14 13:30:00+00:00,259.9771505360871,269.2399395417842,263.73798345365697,0.31786475872093584,0.2806331759899877,5,True,252,1000,1,0,0 days 00:00:00.031936,SOYB,0.07618652043607675
173,2017-03-21 13:30:00+00:00,256.8426203683945,266.0113577844394,260.56636600175614,0.3249308555360817,0.2891410016480733,5,True,252,1000,1,0,0 days 00:00:00.040005,SOYB,0.07735350475514506
174,2017-03-29 13:30:00+00:00,253.51994749550394,262.59158905804276,257.20516337873045,0.33211589195800595,0.29814332701054164,5,True,252,1000,1,0,0 days 00:00:00.032000,SOYB,0.07859373703133539
175,2017-04-05 13:30:00+00:00,250.2095773706619,259.1808751309981,253.85471295112123,0.3412549544405102,0.3081032664553326,5,True,252,1000,1,0,0 days 00:00:00.040035,SOYB,0.07990720954655411
176,2017-04-12 13:30:00+00:00,246.63589629749725,255.50337747030105,250.23928070308136,0.3502722926936668,0.3185490923932404,5,True,252,1000,1,0,0 days 00:00:00.039969,SOYB,0.0813094296143736
177,2017-04-20 13:30:00+00:00,242.83071618754477,251.59065896502915,246.39054410933977,0.3589475565134891,0.329635089151685,5,True,252,1000,1,0,0 days 00:00:00.048006,SOYB,0.08281045237520705
178,2017-04-27 13:30:00+00:00,238.4787922014205,247.1271979691796,241.99310751878127,0.36604037207199575,0.34047786019594595,5,True,252,1000,1,0,0 days 00:00:00.031986,SOYB,0.08430553335825228
179,2017-05-04 13:30:00+00:00,233.59245266221117,242.12501392158694,237.05912934572763,0.3735263220576902,0.35128655354801025,5,True,252,1000,1,0,0 days 00:00:00.032032,SOYB,0.08603695216476617
180,2017-05-11 13:30:00+00:00,228.57079648084175,236.98285961504152,231.98751619010383,0.37867526968446946,0.3628443876744178,5,True,252,1000,1,0,0 days 00:00:00.032004,SOYB,0.08777079601381338
181,2017-05-18 13:30:00+00:00,221.2245385069388,229.51106031133207,224.5887641447867,0.3868088307344311,0.37634180284700763,5,True,252,1000,1,0,0 days 00:00:00.032003,SOYB,0.09578051016465418
182,2017-05-25 13:30:00+00:00,187.9224961040931,196.0779927179784,191.23144038371797,0.3491234423479132,0.2970368459882823,5,True,252,1000,1,0,0 days 00:00:00.031965,SOYB,0.09487842338176322
183,2017-06-02 13:30:00+00:00,183.5646369819338,191.5831234853195,186.81522478850255,0.3554313993946718,0.30763104929773044,5,True,252,1000,1,0,0 days 00:00:00.039997,SOYB,0.096907367074208
184,2017-06-09 13:30:00+00:00,178.92689848415046,186.80181692400328,182.11572144058027,0.361138198918128,0.31887504768143005,5,True,252,1000,1,0,0 days 00:00:00.031999,SOYB,0.09945650221460285
185,2017-06-16 13:30:00+00:00,163.07890200327046,170.8030349387806,166.20216313907622,0.343070341968108,0.29560382211626834,5,True,252,1000,1,0,0 days 00:00:00.040003,SOYB,0.10260890172865084
186,2017-06-23 13:30:00+00:00,152.34674268216008,159.9121084133072,155.40018839292821,0.3237047989292595,0.2885407260028876,5,True,252,1000,1,0,0 days 00:00:00.039996,SOYB,0.11245317011369577
187,2017-06-30 13:30:00+00:00,133.89328365358492,141.29100800954868,136.87211913169602,0.30410043901624556,0.2545970069144346,5,True,252,1000,1,0,0 days 00:00:00.039999,SOYB,0.10847312451198363
188,2017-07-10 13:30:00+00:00,129.26458315365224,136.484740895445,132.16336602009935,0.3030014840174499,0.2631807394608992,5,True,252,1000,1,0,0 days 00:00:00.040004,SOYB,0.11182519038017118
189,2017-07-17 13:30:00+00:00,124.91623188613544,131.94764815169648,127.72873662156024,0.30938182162687594,0.2739815238887075,5,True,252,1000,1,0,0 days 00:00:00.031997,SOYB,0.11476801788263327
190,2017-07-24 13:30:00+00:00,119.85207488186046,126.68207323890863,122.57111745328413,0.31082048296152504,0.2842962973396823,5,True,252,1000,1,0,0 days 00:00:00.047999,SOYB,0.11900183116639809
191,2017-07-31 13:30:00+00:00,116.55518963648733,123.16926749466023,119.17239678798448,0.3281037187595198,0.30449578407218547,5,True,252,1000,1,0,0 days 00:00:00.032045,SOYB,0.12321815754033873
192,2017-08-07 13:30:00+00:00,112.58565719609972,118.96706035123499,115.09115707197103,0.3452018141378018,0.32623023712043314,5,True,252,1000,1,0,0 days 00:00:00.032016,SOYB,0.12791640405321575
193,2017-08-14 13:30:00+00:00,108.40638008082503,114.53553388432869,110.78837810814487,0.36184458555916166,0.3526979745287947,5,True,252,1000,1,0,0 days 00:00:00.031950,SOYB,0.13396982817312167
194,2017-08-21 13:30:00+00:00,102.76567806369934,108.61940921944363,105.00986043260107,0.3687407464807849,0.3757534815707061,5,True,252,1000,1,0,0 days 00:00:00.048006,SOYB,0.13927016104900863
195,2017-08-28 13:30:00+00:00,97.66978620369801,103.22022900882818,99.7584551177259,0.3893278470879284,0.4110392096005162,5,True,252,1000,1,0,0 days 00:00:00.031987,SOYB,0.14657655859686008
196,2017-09-05 13:30:00+00:00,91.66512984191358,96.87813869676368,93.57590376494555,0.40677055784121335,0.44933170381220056,5,True,252,1000,1,0,0 days 00:00:00.040076,SOYB,0.15452906523759904
197,2017-09-12 13:30:00+00:00,85.47653541337975,90.30928915131243,87.18030747010573,0.4369949732952073,0.5001881117845889,5,True,252,1000,1,0,0 days 00:00:00.031922,SOYB,0.1631100757457109
198,2017-09-19 13:30:00+00:00,79.32176547779355,83.71897318619273,80.77931542890816,0.492323532973513,0.5769659659546593,5,True,252,1000,1,0,0 days 00:00:00.032001,SOYB,0.17488874721811232
199,2017-09-26 13:30:00+00:00,72.36240016376115,76.24991076177415,73.51836086147,0.5663247052857864,0.6811585242447488,5,True,252,1000,1,0,0 days 00:00:00.032035,SOYB,0.1895751183005272
